customer,recency,frequency,monetary,country,R,F,M,group,cluster,labels
17312,6,3,644.3,United Kingdom,3,3,2,332,3,PROSPECTIVE
17549,11,2,148.86,United Kingdom,2,2,1,221,4,LIKELY GONE
17584,26,2,1242.3,United Kingdom,1,2,3,123,3,PROSPECTIVE
12893,21,1,176.55,United Kingdom,1,1,1,111,4,LIKELY GONE
13038,8,3,908.46,United Kingdom,2,3,3,233,3,PROSPECTIVE
13347,0,1,341.36,United Kingdom,4,1,2,412,1,REGULAR
13497,28,2,348.05,United Kingdom,1,2,2,122,4,LIKELY GONE
13524,0,5,680.18,United Kingdom,4,3,3,433,1,REGULAR
13838,16,4,674.82,United Kingdom,2,3,3,233,3,PROSPECTIVE
13992,21,1,76.8,United Kingdom,1,1,1,111,4,LIKELY GONE
14961,1,9,7044.68,United Kingdom,4,4,4,444,2,HOT
15051,9,3,1383.36,United Kingdom,2,3,3,233,3,PROSPECTIVE
15203,4,6,1827.8,United Kingdom,3,4,4,344,3,PROSPECTIVE
15485,21,3,2564.5,United Kingdom,1,3,4,134,3,PROSPECTIVE
15599,11,2,761.74,United Kingdom,2,2,3,223,3,PROSPECTIVE
15918,17,2,334.23,United Kingdom,1,2,2,122,4,LIKELY GONE
16150,2,5,2053.02,United Kingdom,4,3,4,434,2,HOT
16243,14,2,409.1,United Kingdom,2,2,2,222,4,LIKELY GONE
16266,3,7,861.89,United Kingdom,3,4,3,343,3,PROSPECTIVE
16338,25,1,214.8,United Kingdom,1,1,1,111,4,LIKELY GONE
16571,14,3,1421.69,United Kingdom,2,3,3,233,3,PROSPECTIVE
16969,0,3,650.41,United Kingdom,4,3,2,432,1,REGULAR
17496,379,1,271.05,United Kingdom,1,1,1,111,0,GONE
17573,15,3,380.6,United Kingdom,2,3,2,232,4,LIKELY GONE
17813,1,5,1698.07,United Kingdom,4,3,4,434,1,REGULAR
17895,4,1,95.45,United Kingdom,3,1,1,311,4,LIKELY GONE
17985,13,1,631.35,United Kingdom,2,1,2,212,4,LIKELY GONE
12504,9,2,482.05,Germany,2,2,2,222,4,LIKELY GONE
12659,20,1,91.68,France,1,1,1,111,4,LIKELY GONE
12662,6,11,3849.78,Germany,3,4,4,344,2,HOT
12731,0,12,18895.91,France,4,4,4,444,2,HOT
12951,6,6,1064.07,United Kingdom,3,4,3,343,3,PROSPECTIVE
13730,3,2,752.6,United Kingdom,3,2,3,323,1,REGULAR
14096,0,17,65164.79,United Kingdom,4,4,4,444,2,HOT
14287,5,3,176.63,United Kingdom,3,3,1,331,4,LIKELY GONE
14333,27,1,415.2,United Kingdom,1,1,2,112,4,LIKELY GONE
14375,23,1,235.56,United Kingdom,1,1,1,111,4,LIKELY GONE
14808,0,8,2718.6,United Kingdom,4,4,4,444,2,HOT
14888,14,1,369.2,United Kingdom,2,1,2,212,4,LIKELY GONE
15083,2,1,88.2,United Kingdom,4,1,1,411,4,LIKELY GONE
15345,5,1,393.54,United Kingdom,3,1,2,312,4,LIKELY GONE
15363,393,1,326.0,United Kingdom,1,1,2,112,0,GONE
15405,27,1,349.1,United Kingdom,1,1,2,112,4,LIKELY GONE
15440,4,3,383.68,United Kingdom,3,3,2,332,1,REGULAR
15563,7,4,1400.44,United Kingdom,3,3,3,333,3,PROSPECTIVE
15920,22,4,167.5,United Kingdom,1,3,1,131,4,LIKELY GONE
16413,16,1,262.2,United Kingdom,2,1,1,211,4,LIKELY GONE
16431,15,3,623.28,United Kingdom,2,3,2,232,3,PROSPECTIVE
17071,0,9,2429.03,United Kingdom,4,4,4,444,2,HOT
17793,16,1,300.34,United Kingdom,1,1,1,111,4,LIKELY GONE
17928,5,2,212.54,United Kingdom,3,2,1,321,4,LIKELY GONE
12347,0,7,4310.0,Iceland,4,4,4,444,2,HOT
12882,0,2,1463.04,United Kingdom,4,2,3,423,1,REGULAR
13372,19,1,378.64,United Kingdom,1,1,2,112,4,LIKELY GONE
13477,6,6,1454.58,United Kingdom,3,4,3,343,3,PROSPECTIVE
13685,5,7,3119.44,United Kingdom,3,4,4,344,2,HOT
13811,12,3,814.5,Germany,2,3,3,233,3,PROSPECTIVE
14345,29,1,108.98,United Kingdom,1,1,1,111,4,LIKELY GONE
14439,6,1,2661.24,Greece,3,1,4,314,3,PROSPECTIVE
14871,1,4,501.28,United Kingdom,4,3,2,432,1,REGULAR
15108,4,4,1300.25,European Community,3,3,3,333,3,PROSPECTIVE
15224,379,2,322.08,United Kingdom,1,2,2,122,0,GONE
15267,2,5,1717.36,United Kingdom,4,3,4,434,1,REGULAR
15454,383,1,179.1,United Kingdom,1,1,1,111,0,GONE
16240,7,2,3718.8,United Kingdom,3,2,4,324,3,PROSPECTIVE
16303,14,3,5360.63,United Kingdom,2,3,4,234,3,PROSPECTIVE
17029,9,2,716.0,United Kingdom,2,2,3,223,3,PROSPECTIVE
17097,0,8,954.42,Spain,4,4,3,443,1,REGULAR
17345,3,4,519.69,United Kingdom,3,3,2,332,1,REGULAR
17423,6,2,698.41,United Kingdom,3,2,3,323,3,PROSPECTIVE
17545,3,3,642.32,United Kingdom,3,3,2,332,1,REGULAR
17811,2,39,7761.82,United Kingdom,4,4,4,444,2,HOT
18088,21,1,166.03,United Kingdom,1,1,1,111,4,LIKELY GONE
18170,11,3,980.31,United Kingdom,2,3,3,233,3,PROSPECTIVE
18209,19,1,139.1,United Kingdom,1,1,1,111,4,LIKELY GONE
12509,2,1,176.5,France,4,1,1,411,4,LIKELY GONE
12709,0,15,9706.52,Germany,4,4,4,444,2,HOT
12895,2,2,372.8,United Kingdom,4,2,2,422,1,REGULAR
13422,24,1,2626.3,United Kingdom,1,1,4,114,3,PROSPECTIVE
13426,0,10,3641.32,United Kingdom,4,4,4,444,2,HOT
13584,24,1,142.4,United Kingdom,1,1,1,111,4,LIKELY GONE
13644,3,4,2624.26,United Kingdom,3,3,4,334,3,PROSPECTIVE
14128,1,2,637.5,United Kingdom,4,2,2,422,1,REGULAR
14193,15,2,853.39,United Kingdom,2,2,3,223,3,PROSPECTIVE
14292,0,9,4871.93,United Kingdom,4,4,4,444,2,HOT
14565,12,4,3099.12,United Kingdom,2,3,4,234,3,PROSPECTIVE
14813,390,2,152.88,United Kingdom,1,2,1,121,0,GONE
15636,19,2,724.76,United Kingdom,1,2,3,123,3,PROSPECTIVE
15895,17,1,179.17,United Kingdom,1,1,1,111,4,LIKELY GONE
15909,11,1,191.94,United Kingdom,2,1,1,211,4,LIKELY GONE
15938,8,5,404.58,United Kingdom,2,3,2,232,3,PROSPECTIVE
16114,8,1,135.75,United Kingdom,2,1,1,211,4,LIKELY GONE
16134,12,2,618.09,United Kingdom,2,2,2,222,3,PROSPECTIVE
16370,2,4,1301.91,United Kingdom,4,3,3,433,1,REGULAR
16383,4,2,643.76,United Kingdom,3,2,2,322,1,REGULAR
16698,0,2,1998.0,United Kingdom,4,2,4,424,1,REGULAR
16921,21,1,154.18,United Kingdom,1,1,1,111,4,LIKELY GONE
17259,16,2,581.23,United Kingdom,1,2,2,122,3,PROSPECTIVE
17331,22,1,175.2,United Kingdom,1,1,1,111,4,LIKELY GONE
17603,8,1,394.72,United Kingdom,2,1,2,212,4,LIKELY GONE
17966,7,5,1098.43,United Kingdom,3,3,3,333,3,PROSPECTIVE
12429,0,4,3750.4,Denmark,4,3,4,434,2,HOT
12841,0,25,3991.58,United Kingdom,4,4,4,444,2,HOT
12873,28,1,374.0,United Kingdom,1,1,2,112,4,LIKELY GONE
14102,2,5,1105.88,United Kingdom,4,3,3,433,1,REGULAR
14105,16,1,1266.23,United Kingdom,1,1,3,113,3,PROSPECTIVE
14317,24,1,508.58,United Kingdom,1,1,2,112,4,LIKELY GONE
14462,13,11,1980.57,United Kingdom,2,4,4,244,3,PROSPECTIVE
15111,20,3,1567.48,United Kingdom,1,3,3,133,3,PROSPECTIVE
16048,394,2,256.44,United Kingdom,1,2,1,121,0,GONE
16131,11,6,3506.54,United Kingdom,2,4,4,244,3,PROSPECTIVE
17504,7,9,2997.03,United Kingdom,3,4,4,344,2,HOT
17536,15,1,76.5,United Kingdom,2,1,1,211,4,LIKELY GONE
17883,5,4,664.34,United Kingdom,3,3,2,332,3,PROSPECTIVE
17984,13,1,152.68,United Kingdom,2,1,1,211,4,LIKELY GONE
18050,380,1,74.4,United Kingdom,1,1,1,111,0,GONE
18053,0,1,300.02,United Kingdom,4,1,1,411,1,REGULAR
18075,1,10,2611.75,United Kingdom,4,4,4,444,2,HOT
12652,18,1,919.98,France,1,1,3,113,3,PROSPECTIVE
12881,21,1,298.0,United Kingdom,1,1,1,111,4,LIKELY GONE
12935,6,7,2160.7,United Kingdom,3,4,4,344,3,PROSPECTIVE
13101,11,1,101.19,United Kingdom,2,1,1,211,4,LIKELY GONE
13694,0,50,65039.62,United Kingdom,4,4,4,444,2,HOT
14036,2,1,626.65,United Kingdom,4,1,2,412,1,REGULAR
14523,7,1,241.09,United Kingdom,3,1,1,311,4,LIKELY GONE
14587,5,9,1580.29,United Kingdom,3,4,3,343,2,HOT
14830,13,1,188.88,United Kingdom,2,1,1,211,4,LIKELY GONE
15516,4,3,62.43,United Kingdom,3,3,1,331,4,LIKELY GONE
15667,0,1,301.32,United Kingdom,4,1,1,411,1,REGULAR
15696,1,8,2711.11,United Kingdom,4,4,4,444,2,HOT
15974,0,7,3442.15,United Kingdom,4,4,4,444,2,HOT
16076,2,10,2234.73,United Kingdom,4,4,4,444,2,HOT
16242,3,7,3579.86,United Kingdom,3,4,4,344,2,HOT
16253,1,2,3683.86,United Kingdom,4,2,4,424,1,REGULAR
16491,6,1,731.5,United Kingdom,3,1,3,313,3,PROSPECTIVE
16515,12,5,1624.14,United Kingdom,2,4,3,243,3,PROSPECTIVE
17566,16,2,869.77,United Kingdom,1,2,3,123,3,PROSPECTIVE
17685,7,7,3155.83,United Kingdom,3,4,4,344,2,HOT
12536,3,3,12601.83,France,3,3,4,334,2,HOT
12564,7,1,456.9,France,3,1,2,312,4,LIKELY GONE
12722,13,4,997.63,France,2,3,3,233,3,PROSPECTIVE
13117,6,8,984.91,United Kingdom,3,4,3,343,3,PROSPECTIVE
14669,18,3,1259.24,United Kingdom,1,3,3,133,3,PROSPECTIVE
15152,0,13,4745.69,United Kingdom,4,4,4,444,2,HOT
15228,7,4,3386.71,United Kingdom,3,3,4,334,3,PROSPECTIVE
15386,24,1,394.14,United Kingdom,1,1,2,112,4,LIKELY GONE
15593,0,1,199.8,United Kingdom,4,1,1,411,1,REGULAR
15815,5,5,2100.6,United Kingdom,3,4,4,344,3,PROSPECTIVE
16201,5,4,1863.47,United Kingdom,3,3,4,334,3,PROSPECTIVE
16230,27,2,542.03,United Kingdom,1,2,2,122,4,LIKELY GONE
16316,0,8,2938.91,United Kingdom,4,4,4,444,2,HOT
16401,0,12,4098.32,United Kingdom,4,4,4,444,2,HOT
16693,17,2,477.86,United Kingdom,1,2,2,122,4,LIKELY GONE
16769,6,1,361.54,United Kingdom,3,1,2,312,4,LIKELY GONE
16948,6,3,435.02,United Kingdom,3,3,2,332,3,PROSPECTIVE
17386,3,6,2686.42,United Kingdom,3,4,4,344,2,HOT
17400,0,5,2097.84,United Kingdom,4,4,4,444,2,HOT
17486,7,1,396.87,United Kingdom,3,1,2,312,4,LIKELY GONE
17503,23,2,558.96,United Kingdom,1,2,2,122,4,LIKELY GONE
17706,0,17,10504.49,United Kingdom,4,4,4,444,2,HOT
17869,6,5,428.18,United Kingdom,3,4,2,342,3,PROSPECTIVE
18036,4,3,403.12,United Kingdom,3,3,2,332,1,REGULAR
12489,23,1,334.93,France,1,1,2,112,4,LIKELY GONE
13248,23,2,465.68,United Kingdom,1,2,2,122,4,LIKELY GONE
13431,18,2,1269.1,United Kingdom,1,2,3,123,3,PROSPECTIVE
13781,27,1,127.84,United Kingdom,1,1,1,111,4,LIKELY GONE
14041,12,1,141.41,United Kingdom,2,1,1,211,4,LIKELY GONE
14598,4,1,221.97,United Kingdom,3,1,1,311,4,LIKELY GONE
14860,10,1,170.32,United Kingdom,2,1,1,211,4,LIKELY GONE
15540,2,1,213.3,United Kingdom,4,1,1,411,1,REGULAR
15856,0,27,16143.64,United Kingdom,4,4,4,444,2,HOT
15940,29,1,35.8,United Kingdom,1,1,1,111,4,LIKELY GONE
16057,2,7,2263.12,United Kingdom,4,4,4,444,2,HOT
16159,27,1,348.2,United Kingdom,1,1,2,112,4,LIKELY GONE
16469,14,4,625.42,United Kingdom,2,3,2,232,3,PROSPECTIVE
16475,0,4,544.3,United Kingdom,4,3,2,432,1,REGULAR
16483,0,1,139.35,United Kingdom,4,1,1,411,1,REGULAR
16682,17,5,1028.0,United Kingdom,1,4,3,143,3,PROSPECTIVE
16984,18,2,4459.52,United Kingdom,1,2,4,124,3,PROSPECTIVE
17974,4,3,703.99,United Kingdom,3,3,3,333,3,PROSPECTIVE
18062,11,3,720.52,United Kingdom,2,3,3,233,3,PROSPECTIVE
12708,0,10,2712.91,Germany,4,4,4,444,2,HOT
13122,17,2,922.39,United Kingdom,1,2,3,123,3,PROSPECTIVE
13297,14,4,2089.85,United Kingdom,2,3,4,234,3,PROSPECTIVE
13488,2,13,8968.31,United Kingdom,4,4,4,444,2,HOT
14351,2,1,51.0,United Kingdom,4,1,1,411,4,LIKELY GONE
14513,0,3,455.59,United Kingdom,4,3,2,432,1,REGULAR
14824,1,4,1127.71,United Kingdom,4,3,3,433,1,REGULAR
14904,16,2,1025.44,United Kingdom,1,2,3,123,3,PROSPECTIVE
15053,24,3,693.95,United Kingdom,1,3,3,133,3,PROSPECTIVE
15438,0,1,156.58,United Kingdom,4,1,1,411,1,REGULAR
15543,6,1,127.86,United Kingdom,3,1,1,311,4,LIKELY GONE
15570,1,12,4148.82,United Kingdom,4,4,4,444,2,HOT
15922,394,1,369.5,United Kingdom,1,1,2,112,0,GONE
15950,5,4,1744.71,United Kingdom,3,3,4,334,3,PROSPECTIVE
16148,14,1,76.32,United Kingdom,2,1,1,211,4,LIKELY GONE
16394,2,5,1555.34,United Kingdom,4,4,3,443,1,REGULAR
17204,9,4,1564.56,United Kingdom,2,3,3,233,3,PROSPECTIVE
18129,20,1,112.55,United Kingdom,1,1,1,111,4,LIKELY GONE
12639,15,1,486.1,Sweden,2,1,2,212,4,LIKELY GONE
12713,21,1,848.55,Germany,1,1,3,113,3,PROSPECTIVE
12744,5,7,21279.29,Singapore,3,4,4,344,2,HOT
13344,23,3,2511.69,United Kingdom,1,3,4,134,3,PROSPECTIVE
13589,5,2,379.65,United Kingdom,3,2,2,322,4,LIKELY GONE
14032,6,11,2975.59,United Kingdom,3,4,4,344,2,HOT
14327,1,1,311.65,United Kingdom,4,1,2,412,1,REGULAR
14364,2,8,3717.35,United Kingdom,4,4,4,444,2,HOT
14606,0,93,12076.15,United Kingdom,4,4,4,444,2,HOT
14608,15,4,1785.15,United Kingdom,2,3,4,234,3,PROSPECTIVE
16073,15,1,122.4,United Kingdom,2,1,1,211,4,LIKELY GONE
16348,8,7,1415.65,United Kingdom,2,4,3,243,3,PROSPECTIVE
16470,0,4,752.77,United Kingdom,4,3,3,433,1,REGULAR
16609,3,7,5493.46,United Kingdom,3,4,4,344,2,HOT
17692,3,4,740.94,United Kingdom,3,3,3,333,1,REGULAR
17715,7,1,326.4,United Kingdom,3,1,2,312,4,LIKELY GONE
17720,2,4,1195.94,United Kingdom,4,3,3,433,1,REGULAR
17852,2,2,114.34,United Kingdom,4,2,1,421,4,LIKELY GONE
18169,20,1,202.65,United Kingdom,1,1,1,111,4,LIKELY GONE
12535,21,2,716.35,France,1,2,3,123,3,PROSPECTIVE
12965,19,1,769.81,United Kingdom,1,1,3,113,4,LIKELY GONE
13098,0,28,28882.44,United Kingdom,4,4,4,444,2,HOT
13975,1,6,2461.24,United Kingdom,4,4,4,444,2,HOT
13988,0,6,4147.96,United Kingdom,4,4,4,444,2,HOT
14422,0,6,4263.64,United Kingdom,4,4,4,444,2,HOT
14507,0,6,1367.88,United Kingdom,4,4,3,443,1,REGULAR
14870,7,1,327.25,United Kingdom,3,1,2,312,4,LIKELY GONE
15364,0,2,913.19,United Kingdom,4,2,3,423,1,REGULAR
15452,1,3,528.48,United Kingdom,4,3,2,432,1,REGULAR
15835,4,4,954.09,United Kingdom,3,3,3,333,3,PROSPECTIVE
15925,1,1,207.15,United Kingdom,4,1,1,411,1,REGULAR
16145,0,11,3799.49,United Kingdom,4,4,4,444,2,HOT
16323,3,1,207.5,United Kingdom,3,1,1,311,4,LIKELY GONE
16473,2,3,316.11,United Kingdom,4,3,2,432,1,REGULAR
16561,19,2,511.12,United Kingdom,1,2,2,122,4,LIKELY GONE
17019,2,4,1258.08,United Kingdom,4,3,3,433,1,REGULAR
17094,9,1,302.0,United Kingdom,2,1,1,211,4,LIKELY GONE
17466,1,2,763.28,United Kingdom,4,2,3,423,1,REGULAR
17585,8,4,1116.68,United Kingdom,2,3,3,233,3,PROSPECTIVE
17730,1,13,5298.48,United Kingdom,4,4,4,444,2,HOT
18191,7,1,207.8,United Kingdom,3,1,1,311,4,LIKELY GONE
12712,5,13,4396.13,Germany,3,4,4,344,2,HOT
12797,386,1,254.03,Portugal,1,1,1,111,0,GONE
12962,12,2,266.39,United Kingdom,2,2,1,221,4,LIKELY GONE
12980,7,9,7374.9,United Kingdom,3,4,4,344,2,HOT
13132,7,1,77.3,United Kingdom,3,1,1,311,4,LIKELY GONE
13228,11,1,358.0,United Kingdom,2,1,2,212,4,LIKELY GONE
13295,380,1,201.2,United Kingdom,1,1,1,111,0,GONE
14035,6,5,1428.02,United Kingdom,3,4,3,343,3,PROSPECTIVE
14051,2,23,15610.39,United Kingdom,4,4,4,444,2,HOT
14112,0,7,2915.15,United Kingdom,4,4,4,444,2,HOT
14415,2,13,5855.57,United Kingdom,4,4,4,444,2,HOT
14775,5,3,1011.9,United Kingdom,3,3,3,333,3,PROSPECTIVE
15532,0,4,1564.73,United Kingdom,4,3,3,433,1,REGULAR
15882,5,4,516.36,United Kingdom,3,3,2,332,3,PROSPECTIVE
16775,1,11,1691.51,United Kingdom,4,4,4,444,2,HOT
16928,0,17,2814.7,United Kingdom,4,4,4,444,2,HOT
17176,8,1,306.13,United Kingdom,2,1,1,211,4,LIKELY GONE
17242,7,2,1135.04,United Kingdom,3,2,3,323,3,PROSPECTIVE
17444,10,3,2940.04,Canada,2,3,4,234,3,PROSPECTIVE
17785,13,1,131.94,United Kingdom,2,1,1,211,4,LIKELY GONE
17805,3,1,512.31,United Kingdom,3,1,2,312,1,REGULAR
17819,1,7,3704.87,United Kingdom,4,4,4,444,2,HOT
17871,11,1,155.9,United Kingdom,2,1,1,211,4,LIKELY GONE
18102,2,60,259657.3,United Kingdom,4,4,4,444,2,HOT
18252,9,2,518.27,United Kingdom,2,2,2,222,3,PROSPECTIVE
12888,1,2,354.12,United Kingdom,4,2,2,422,1,REGULAR
12910,2,8,3075.04,United Kingdom,4,4,4,444,2,HOT
12937,1,4,1504.27,United Kingdom,4,3,3,433,1,REGULAR
13439,1,1,283.71,United Kingdom,4,1,1,411,1,REGULAR
13517,5,3,2128.42,United Kingdom,3,3,4,334,3,PROSPECTIVE
14013,9,3,473.02,United Kingdom,2,3,2,232,3,PROSPECTIVE
14139,6,1,415.82,United Kingdom,3,1,2,312,4,LIKELY GONE
14436,28,1,89.06,United Kingdom,1,1,1,111,4,LIKELY GONE
14453,28,1,119.93,United Kingdom,1,1,1,111,4,LIKELY GONE
14474,6,1,547.66,United Kingdom,3,1,2,312,4,LIKELY GONE
15163,0,2,304.47,United Kingdom,4,2,1,421,1,REGULAR
15206,1,4,420.3,United Kingdom,4,3,2,432,1,REGULAR
15330,20,2,714.96,United Kingdom,1,2,3,123,3,PROSPECTIVE
15689,18,2,254.1,United Kingdom,1,2,1,121,4,LIKELY GONE
15700,10,2,696.68,United Kingdom,2,2,3,223,3,PROSPECTIVE
15829,8,2,636.14,United Kingdom,2,2,2,222,3,PROSPECTIVE
16191,0,13,5180.52,United Kingdom,4,4,4,444,2,HOT
16204,14,1,384.18,United Kingdom,2,1,2,212,4,LIKELY GONE
16292,20,1,302.25,United Kingdom,1,1,1,111,4,LIKELY GONE
16637,2,4,1154.47,United Kingdom,4,3,3,433,1,REGULAR
16657,0,4,874.43,United Kingdom,4,3,3,433,1,REGULAR
16688,1,4,1260.86,United Kingdom,4,3,3,433,1,REGULAR
16732,22,1,603.75,United Kingdom,1,1,2,112,4,LIKELY GONE
16917,22,1,391.52,United Kingdom,1,1,2,112,4,LIKELY GONE
16934,14,2,931.03,United Kingdom,2,2,3,223,3,PROSPECTIVE
16952,8,2,167.61,United Kingdom,2,2,1,221,4,LIKELY GONE
17018,0,2,920.1,United Kingdom,4,2,3,423,1,REGULAR
17447,0,2,541.53,United Kingdom,4,2,2,422,1,REGULAR
17817,23,3,387.68,United Kingdom,1,3,2,132,4,LIKELY GONE
17946,5,2,149.58,United Kingdom,3,2,1,321,4,LIKELY GONE
12589,12,2,646.68,France,2,2,2,222,3,PROSPECTIVE
12921,0,37,16587.09,United Kingdom,4,4,4,444,2,HOT
13000,5,3,534.85,United Kingdom,3,3,2,332,3,PROSPECTIVE
13549,0,7,918.2,United Kingdom,4,4,3,443,1,REGULAR
13983,0,12,2603.43,United Kingdom,4,4,4,444,2,HOT
15046,0,15,5090.42,United Kingdom,4,4,4,444,2,HOT
15061,0,48,54534.14,United Kingdom,4,4,4,444,2,HOT
15097,25,1,248.08,United Kingdom,1,1,1,111,4,LIKELY GONE
15549,3,3,1681.46,United Kingdom,3,3,4,334,3,PROSPECTIVE
15958,4,1,104.35,United Kingdom,3,1,1,311,4,LIKELY GONE
16516,21,1,101.7,United Kingdom,1,1,1,111,4,LIKELY GONE
17101,1,4,1621.73,United Kingdom,4,3,3,433,1,REGULAR
17861,0,8,2097.88,United Kingdom,4,4,4,444,2,HOT
18259,15,3,2338.6,United Kingdom,2,3,4,234,3,PROSPECTIVE
12558,28,1,269.96,USA,1,1,1,111,4,LIKELY GONE
12749,13,5,4090.88,United Kingdom,2,4,4,244,3,PROSPECTIVE
13034,14,2,642.77,United Kingdom,2,2,2,222,3,PROSPECTIVE
13236,5,2,744.85,United Kingdom,3,2,3,323,3,PROSPECTIVE
13531,12,2,483.8,United Kingdom,2,2,2,222,4,LIKELY GONE
13575,0,5,732.07,United Kingdom,4,4,3,443,1,REGULAR
13895,2,4,2593.07,United Kingdom,4,3,4,434,2,HOT
13993,0,9,3466.36,United Kingdom,4,4,4,444,2,HOT
14088,1,13,50491.81,United Kingdom,4,4,4,444,2,HOT
14534,3,18,4397.3,United Kingdom,3,4,4,344,2,HOT
14538,2,2,388.25,United Kingdom,4,2,2,422,1,REGULAR
14730,2,8,1897.57,United Kingdom,4,4,4,444,2,HOT
14828,0,3,2139.76,United Kingdom,4,3,4,434,1,REGULAR
14975,17,1,279.94,United Kingdom,1,1,1,111,4,LIKELY GONE
15014,3,2,257.67,United Kingdom,3,2,1,321,1,REGULAR
15388,16,1,140.54,Canada,1,1,1,111,4,LIKELY GONE
15518,2,8,1921.55,United Kingdom,4,4,4,444,2,HOT
15719,6,13,5030.07,United Kingdom,3,4,4,344,2,HOT
15894,0,2,258.25,United Kingdom,4,2,1,421,1,REGULAR
15942,1,1,337.44,United Kingdom,4,1,2,412,1,REGULAR
16055,27,1,134.8,United Kingdom,1,1,1,111,4,LIKELY GONE
16168,0,27,3787.6,United Kingdom,4,4,4,444,2,HOT
16389,8,4,1382.07,United Kingdom,2,3,3,233,3,PROSPECTIVE
17119,19,2,606.91,United Kingdom,1,2,2,122,3,PROSPECTIVE
17187,3,1,203.95,United Kingdom,3,1,1,311,4,LIKELY GONE
17295,19,3,547.0,United Kingdom,1,3,2,132,3,PROSPECTIVE
17619,0,1,214.37,United Kingdom,4,1,1,411,1,REGULAR
18059,4,3,306.46,United Kingdom,3,3,1,331,1,REGULAR
18173,6,4,2106.84,United Kingdom,3,3,4,334,3,PROSPECTIVE
12462,9,2,1189.59,Spain,2,2,3,223,3,PROSPECTIVE
12519,23,1,330.84,Germany,1,1,2,112,4,LIKELY GONE
12556,10,2,599.56,Spain,2,2,2,222,3,PROSPECTIVE
12580,23,1,415.7,Germany,1,1,2,112,4,LIKELY GONE
12583,0,15,7281.38,France,4,4,4,444,2,HOT
12857,17,2,1106.4,United Kingdom,1,2,3,123,3,PROSPECTIVE
12875,11,2,343.23,United Kingdom,2,2,2,222,4,LIKELY GONE
13229,2,1,160.95,United Kingdom,4,1,1,411,4,LIKELY GONE
13279,8,1,137.75,United Kingdom,2,1,1,211,4,LIKELY GONE
13318,22,3,640.76,United Kingdom,1,3,2,132,3,PROSPECTIVE
14040,0,12,3560.32,United Kingdom,4,4,4,444,2,HOT
14154,16,2,1345.62,United Kingdom,1,2,3,123,3,PROSPECTIVE
14210,4,6,1905.84,United Kingdom,3,4,4,344,3,PROSPECTIVE
14257,5,5,3099.72,United Kingdom,3,4,4,344,3,PROSPECTIVE
14656,7,2,291.05,United Kingdom,3,2,1,321,4,LIKELY GONE
15034,0,8,4274.16,United Kingdom,4,4,4,444,2,HOT
15159,2,30,18641.01,United Kingdom,4,4,4,444,2,HOT
15199,12,4,1268.7,United Kingdom,2,3,3,233,3,PROSPECTIVE
15252,21,2,740.78,United Kingdom,1,2,3,123,3,PROSPECTIVE
15865,0,3,895.13,United Kingdom,4,3,3,433,1,REGULAR
16024,3,1,251.03,United Kingdom,3,1,1,311,4,LIKELY GONE
16419,6,6,958.71,United Kingdom,3,4,3,343,3,PROSPECTIVE
16882,4,3,705.12,United Kingdom,3,3,3,333,3,PROSPECTIVE
17033,16,3,1030.14,United Kingdom,1,3,3,133,3,PROSPECTIVE
17350,5,4,1281.32,United Kingdom,3,3,3,333,3,PROSPECTIVE
17519,1,6,1844.02,United Kingdom,4,4,4,444,2,HOT
17739,1,7,2791.35,United Kingdom,4,4,4,444,2,HOT
17885,3,1,156.34,United Kingdom,3,1,1,311,4,LIKELY GONE
17886,17,3,869.28,United Kingdom,1,3,3,133,3,PROSPECTIVE
18068,7,1,101.7,United Kingdom,3,1,1,311,4,LIKELY GONE
18084,7,1,90.48,United Kingdom,3,1,1,311,4,LIKELY GONE
18145,0,4,2861.55,United Kingdom,4,3,4,434,2,HOT
13015,4,5,3339.64,United Kingdom,3,4,4,344,2,HOT
13339,7,1,860.12,United Kingdom,3,1,3,313,3,PROSPECTIVE
13357,3,1,609.4,United Kingdom,3,1,2,312,1,REGULAR
14077,0,5,499.42,United Kingdom,4,4,2,442,1,REGULAR
14089,16,1,158.75,United Kingdom,1,1,1,111,4,LIKELY GONE
14291,10,11,3883.25,United Kingdom,2,4,4,244,2,HOT
14407,1,6,2157.73,United Kingdom,4,4,4,444,2,HOT
14638,10,1,443.6,United Kingdom,2,1,2,212,4,LIKELY GONE
14861,12,1,125.79,United Kingdom,2,1,1,211,4,LIKELY GONE
14862,16,2,841.2,United Kingdom,1,2,3,123,3,PROSPECTIVE
15333,15,1,1028.56,United Kingdom,2,1,3,213,3,PROSPECTIVE
15347,387,1,201.6,United Kingdom,1,1,1,111,0,GONE
15508,2,6,1000.27,United Kingdom,4,4,3,443,1,REGULAR
16038,8,3,471.78,United Kingdom,2,3,2,232,3,PROSPECTIVE
17049,12,9,5655.03,United Kingdom,2,4,4,244,2,HOT
17263,15,1,63.44,United Kingdom,2,1,1,211,4,LIKELY GONE
17377,1,20,4058.32,United Kingdom,4,4,4,444,2,HOT
17771,10,2,245.81,United Kingdom,2,2,1,221,4,LIKELY GONE
18041,0,21,4097.37,United Kingdom,4,4,4,444,2,HOT
18133,19,1,931.5,United Kingdom,1,1,3,113,3,PROSPECTIVE
12526,13,3,1316.66,Germany,2,3,3,233,3,PROSPECTIVE
